study_idx,iso3,country,kp,year,study,author,link,public_report
249,ZAF,South Africa,FSW,2018,SOUTH AFRICAN HEALTH MONITORING SURVEY: A BIOLOGICAL AND BEHAVIOURAL SURVEY AMONG FEMALE SEX WORKERS IN SOUTH AFRICA (SAHMS 2018),"The Aurum Institute, Anova Health Institute & UCSF",https://auruminstitute.org/images/Docs/SAHMS_II_FSW_BBS_Full_Report.pdf,Yes
251,ZAF,South Africa,FSW,2014,UCSF (2014): IBBS Fact Sheet - Long Distance Truck Drivers/Female Sex Workers,"UCSF, Anova Health Institute",https://www.researchgate.net/profile/Mike-Grasso/publication/291505854_Preliminary_Findings_from_the_KPN3_Study_Key_Populations_Along_the_N3_Highway_South_Africa/links/56a3661708ae1b6511305ac8/Preliminary-Findings-from-the-KPN3-Study-Key-Populations-Along-the-N3-Highway-South-Africa.pdf,Yes
252,ZAF,South Africa,FSW,2014,"Engagement in the HIV care cascade and barriers to antiretroviral therapy uptake among female sex workers in Port Elizabeth, South Africa: findings from a respondent-driven sampling study",Schwartz et al.,https://sti.bmj.com/content/sextrans/93/4/290.full.pdf,Yes
253,ZAF,South Africa,MSM,2012,"A Cross Sectional Analysis of Gonococcal and Chlamydial Infections among Men-WhoHave-Sex-with-Men in Cape Town, South Africa",Rebe et al.,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0138315#sec013,Yes
254,ZAF,South Africa,MSM,2014,Utilization of Sexually Transmitted Infection Services at 2 Health Facilities Targeting Men Who Have Sex With Men in South Africa: A Retrospective Analysis of Operational Data,Rees et al.,https://journals.lww.com/stdjournal/Fulltext/2017/12000/Utilization_of_Sexually_Transmitted_Infection.10.aspx,Yes
255,ZAF,South Africa,FSW,2016,"Cross-sectional study of female sex workers in Soweto, South Africa: Factors associated with HIV infection",Coetzee et al.,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0184775#sec009,Yes
256,ZAF,South Africa,FSW,2014,"Field evaluation of Standard Diagnostics' Bioline HIV/Syphilis Duo test among female sex workers in Johannesburg, South Africa",Black et al.,https://sti.bmj.com/content/92/7/495,Yes
257,ZAF,South Africa,FSW,2019,"Community-led cross-sectional study of social and employment circumstances, HIV and associated factors amongst female sex workers in South Africa: study protocol",Milovanovic et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8330713/,Yes
258,ZMB,Zambia,MSM,2021,BIOBEHAVIORAL SURVEY AMONG MEN WHO HAVE SEX WITH MEN IN ZAMBIA: 2021 Summary Sheet,Zambia MoH,,No
258,ZMB,Zambia,TG,2021,BIOBEHAVIORAL SURVEY AMONG MEN WHO HAVE SEX WITH MEN IN ZAMBIA: 2021 Summary Sheet,Zambia MoH,,No
259,ZMB,Zambia,FSW,2017,INTEGRATED BIOLOGICAL AND BEHAVIOURAL SURVEILLANCE SURVEY AMONG FEMALE SEX WORKERS IN ZAMBIA Findings,Musheke,,Yes
260,ZMB,Zambia,FSW,2015,Mapping And Size Estimates Of Female Sex Workers Populations In The Ten Corridors Of Hope III Project Districts In Zambia: Technical Report,Corridors of Hope,https://www.researchgate.net/publication/283906818_Mapping_and_Population_Size_Estimates_of_Female_Sex_Workers,Yes
261,ZMB,Zambia,FSW,2015,"Integrated Biological And Behavioural Surveillance Survey Among Female Sex Workers In Zambia, 2015","Zambia MoH, FHI 360",https://www.nac.org.zm/sites/default/files/publications/IBBS%202015%20Final%20Report%204%20March%202016.pdf,Yes
262,ZWE,Zimbabwe,MSM,2019,"HIV AND STI BIOBEHAVIORAL SURVEY AMONG MEN WHO HAVE SEX WITH MEN, TRANSGENDER WOMEN, AND GENDERQUEER INDIVIDUALS IN ZIMBABWE",ICAP,,Yes
262,ZWE,Zimbabwe,TG,2019,"HIV AND STI BIOBEHAVIORAL SURVEY AMONG MEN WHO HAVE SEX WITH MEN, TRANSGENDER WOMEN, AND GENDERQUEER INDIVIDUALS IN ZIMBABWE",ICAP,,Yes
262,ZWE,Zimbabwe,MSM,2019,"HIV care cascade and associated factors among men who have sex with men, transgender women, and genderqueer individuals in Zimbabwe: findings from a biobehavioural survey using respondent-driven sampling",Harris et al,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(21)00297-6/fulltext,Yes
262,ZWE,Zimbabwe,TG,2019,"HIV care cascade and associated factors among men who have sex with men, transgender women, and genderqueer individuals in Zimbabwe: findings from a biobehavioural survey using respondent-driven sampling",Harris et al,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(21)00297-6/fulltext,Yes
263,ZWE,Zimbabwe,FSW,2016,Estimating the Population Size of Female Sex Workers in Zimbabwe: Comparison of Estimates Obtained Using Different Methods in Twenty Sites and Development of a National-Level Estimate,Fearon et al.,https://pubmed.ncbi.nlm.nih.gov/32379082/,Yes
264,ZWE,Zimbabwe,FSW,2017,"HIV risk among young women who sell sex by whether they identify as sex workers: analysis of respondent-driven sampling surveys, Zimbabwe, 2017",Hensen et al.,https://pubmed.ncbi.nlm.nih.gov/31793748/,Yes
265,ZWE,Zimbabwe,FSW,2013,Targeted combination prevention to support female sex workers in Zimbabwe accessing and adhering to antiretrovirals for treatment and prevention of HIV (SAPPH-IRe): a cluster-randomised trial,Cowan et al.,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext,Yes
265,ZWE,Zimbabwe,FSW,2016,Targeted combination prevention to support female sex workers in Zimbabwe accessing and adhering to antiretrovirals for treatment and prevention of HIV (SAPPH-IRe): a cluster-randomised trial,Cowan et al.,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext,Yes
266,ZWE,Zimbabwe,FSW,2013,"Changes Over Time in HIV Prevalence and Sexual Behaviour Among Young Female Sex‑Workers in 14 Sites in Zimbabwe, 2013–2016",Chabata et al.,https://doi.org/10.1007/s10461-019-02410-1,Yes
266,ZWE,Zimbabwe,FSW,2016,"Changes Over Time in HIV Prevalence and Sexual Behaviour Among Young Female Sex‑Workers in 14 Sites in Zimbabwe, 2013–2016",Chabata et al.,https://doi.org/10.1007/s10461-019-02410-1,Yes
267,ZWE,Zimbabwe,FSW,2015,"Changes in engagement in HIV prevention and care services among female sex workers during intensified community mobilization in 3 sites in Zimbabwe, 2011 to 2015",Ndori-Mharadze et al.,http://onlinelibrary.wiley.com/doi/10.1002/jia2.25138/full,Yes
269,ZWE,Zimbabwe,FSW,2011,Engagement with HIV Prevention Treatment and Care among Female Sex Workers in Zimbabwe: a Respondent Driven Sampling Survey,Cowan et al.,https://pubmed.ncbi.nlm.nih.gov/24143203/,Yes
272,CIV,Côte d’Ivoire,TG,2020,RAPPORT DE L’ÉTUDE POUR L’IDENTIFICATION DES BESOINS SPÉCIFIQUES EN MATIÈRE DE PRÉVENTION ET PRISE EN CHARGE IST-VIH/SIDA CHEZ LES PERSONNES TRANSGENRES A  ABIDJAN – COTE D’IVOIRE,MarketingChoiceMy,,Yes
307,NAM,Namibia,FSW,2017,"Measuring Venue-Based Risk: A Programmatic Mapping Study of Key Populations in Khomas Region, Namibia",Reynolds et al.,Report: https://www.measureevaluation.org/resources/publications/tr-18-240/at_download/document ; Data: https://dataverse.unc.edu/dataset.xhtml?persistentId=doi:10.15139/S3/YHUFDE,Yes
310,ERI,Eritrea,FSW,2017,"Report On HIV, HBsAg, HCV Ab and Syphilis Prevalence and HIV Risk Behaviors Survey among Commercial Sex Workers in Eritrea-2019 (reports 2017)",Eritrea MoH,,Yes
310,ERI,Eritrea,FSW,2019,"Report On HIV, HBsAg, HCV Ab and Syphilis Prevalence and HIV Risk Behaviors Survey among Commercial Sex Workers in Eritrea-2019",Eritrea MoH,,Yes
311,ERI,Eritrea,FSW,2014,"Report On HIV, HSV-2, HBsAg, HCV Ab and Syphilis Prevalence and HIV Risk Behavior Survey among Female Sex Workers in Eritrea-2014",Eritrea MoH,,Yes
314,BFA,Burkina Faso,FSW,2022,2022 ESDG,Burkina Faso MoH,,No
314,BFA,Burkina Faso,MSM,2022,2022 ESDG,Burkina Faso MoH,,No
314,BFA,Burkina Faso,PWID,2022,2022 ESDG,Burkina Faso MoH,,No
320,MOZ,Mozambique,MSM,2021,Round II BBS,Mozambique MoH,,Yes
321,BEN,Benin,FSW,2022,"Enquête de Surveillance de Deuxième Génération (ESDG) sur les IST, le VIH et le Sida auprès des adolescents-jeunes, camionneurs, personnes privées de liberté, travailleuses de sexe et clients, serveuses des bars et restaurants en 2021 au Bénin",Benin MoH,,Yes
322,BEN,Benin,PWID,2021,"ENQUETE DE SURVEILLANCE DE DEUXIEME GENERATION AU SEIN DES HSH ET CDI, CARTOGRAPHIE DES LIEUX DE SOCIALISATION ET ESTIMATION DE TAILLE",Benin MoH,,Yes
322,BEN,Benin,MSM,2022,"ENQUETE DE SURVEILLANCE DE DEUXIEME GENERATION AU SEIN DES HSH ET CDI, CARTOGRAPHIE DES LIEUX DE SOCIALISATION ET ESTIMATION DE TAILLE",Benin MoH,,Yes
324,GIN,Guinea,FSW,2022,ESDG 2022,Guinea MoH,,No
324,GIN,Guinea,MSM,2022,ESDG 2022,Guinea MoH,,No
324,GIN,Guinea,PWID,2022,ESDG 2022,Guinea MoH,,No
325,RWA,Rwanda,MSM,2015,BBS 2015,Rwanda MoH?,,Yes
325,RWA,Rwanda,FSW,2015,BBS 2015,Rwanda MoH,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9461641/,Yes
327,COG,Congo - Brazzaville,FSW,2018,"ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES, LES  PROFESSIONNELLES DE SEXE, LES CONSOMMATEURS DE DROGUES INJECTABLES ET LES DETENUS EN REPUBLIQUE DU CONGO",COG MoH,,
327,COG,Congo - Brazzaville,PWID,2018,"ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES, LES  PROFESSIONNELLES DE SEXE, LES CONSOMMATEURS DE DROGUES INJECTABLES ET LES DETENUS EN REPUBLIQUE DU CONGO",COG MoH,,
327,COG,Congo - Brazzaville,MSM,2018,"ENQUETE COMPORTEMENTALE COUPLEE A LA SEROLOGIE VIH CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC LES HOMMES, LES  PROFESSIONNELLES DE SEXE, LES CONSOMMATEURS DE DROGUES INJECTABLES ET LES DETENUS EN REPUBLIQUE DU CONGO",COG MoH,,
328,KEN,Kenya,FSW,2010,"INTEGRATED BIOLOGICAL AND BEHAVIOURAL SURVEILLANCE SURVEY AMONG MIGRANT FEMALE SEX WORKERS IN NAIROBI, KENYA",International Organization for Migration,https://www.iom.int/sites/g/files/tmzbdl486/files/our_work/DMM/Migration-Health/HIV-IBBS-on-Female-Sex-Workers-in-Kenya.pdf,Yes
330,CIV,Côte d’Ivoire,FSW,2017,"Incidence of HIV infection and associated factors among female sex workers in Côte d’Ivoire, results of the ANRS 12361 PrEP-CI study using recent infection assays",Nouaman et al.,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0271988,Yes
335,COD,Congo - Kinshasa,FSW,2022,RAPPORT DE L’ENQUETE SUR LA CARTOGRAPHIE PROGRAMMATIQUE ET ESTIMATION DE LA TAILLE DES POPULATIONS CLES EXPOSEES AUX RISQUES D’INFECTION A VIH ET DES IST DANS 9 PROVINCES DE LA REPUBLIQUE DEMOCRATIQUE DU CONGO,DRC MoH,,Yes
335,COD,Congo - Kinshasa,MSM,2022,RAPPORT DE L’ENQUETE SUR LA CARTOGRAPHIE PROGRAMMATIQUE ET ESTIMATION DE LA TAILLE DES POPULATIONS CLES EXPOSEES AUX RISQUES D’INFECTION A VIH ET DES IST DANS 9 PROVINCES DE LA REPUBLIQUE DEMOCRATIQUE DU CONGO,DRC MoH,,Yes
335,COD,Congo - Kinshasa,PWID,2022,RAPPORT DE L’ENQUETE SUR LA CARTOGRAPHIE PROGRAMMATIQUE ET ESTIMATION DE LA TAILLE DES POPULATIONS CLES EXPOSEES AUX RISQUES D’INFECTION A VIH ET DES IST DANS 9 PROVINCES DE LA REPUBLIQUE DEMOCRATIQUE DU CONGO,DRC MoH,,Yes
335,COD,Congo - Kinshasa,TG,2022,RAPPORT DE L’ENQUETE SUR LA CARTOGRAPHIE PROGRAMMATIQUE ET ESTIMATION DE LA TAILLE DES POPULATIONS CLES EXPOSEES AUX RISQUES D’INFECTION A VIH ET DES IST DANS 9 PROVINCES DE LA REPUBLIQUE DEMOCRATIQUE DU CONGO,DRC MoH,,Yes
336,ZAF,South Africa,TG,2021,Populations size estimates for Transgender persons in South Africa,Beyond Zero,,Yes
337,RWA,Rwanda,FSW,2019,Success of key population program on HIV control among female sex workers in Rwanda,RWA  MoH,https://programme.ias2023.org/Abstract/Abstract/?abstractid=4245,Yes
338,ZMB,Zambia,PWID,2021,2021 BBS among PWID,ZMB MoH,,No
339,ZMB,Zambia,FSW,2023,2023 BBS among FSW,ZMB MoH,,No
342,BEN,Benin,FSW,2021,Cartographie des lieux de fréquentation/socialisation des travailleuses de sexe et des intervenants dans la lutte contre le VIH / Sida et les IST en milieu prostitutionnel au Bénin en 2021,Benin MoH,,Yes
343,BEN,Benin,FSW,2014,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",Benin MoH,,Yes
344,ZWE,Zimbabwe,FSW,2021,"AMETHIST – A Risk-Differentiated, Community-Led Intervention to Strengthen Uptake and Engagement with HIV Prevention and Care Cascades Among Female Sex Workers in Zimbabwe: The Results of a Cluster Randomised Trial",Cowan et al,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4492697,Yes
346,TCD,Chad,MSM,2021,"Enquête biologique, comportementale et d’estimation de la taille chez les populations clés et vulnérables au Tchad
VIH au Tchad",TCD MoH,,No
347,TCD,Chad,FSW,2017,CARTOGRAPHIE ET DENOMBREMENT DES POINTS CHAUDS DE FREQUENTATION DES POPULATIONS CLES DANS 11 VILLES DU TCHAD,TCD MoH,,Yes
347,TCD,Chad,MSM,2017,CARTOGRAPHIE ET DENOMBREMENT DES POINTS CHAUDS DE FREQUENTATION DES POPULATIONS CLES DANS 11 VILLES DU TCHAD,TCD MoH,,Yes
347,TCD,Chad,PWID,2017,CARTOGRAPHIE ET DENOMBREMENT DES POINTS CHAUDS DE FREQUENTATION DES POPULATIONS CLES DANS 11 VILLES DU TCHAD,TCD MoH,,Yes
348,GNB,Guinea-Bissau,PWID,2019,Rapport d’estimation de la taille et d’Enquête bio comportementale chez les Consommateurs de Drogue Injectables en Guinée-Bissau,GNB MoH,,Yes
351,ZAF,South Africa,MSM,2016,The accuracy of HIV rapid testing in integrated bio-behavioral surveys of men who have sex with men across 5 Provinces in South Africa.,Kufa et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515746/,Yes
351,ZAF,South Africa,MSM,2015,"Building Key Populations HIV Cascades` in Data-Scarce Environments: Towards a participatory stakeholder methodology for cascades construction, adoption, and utilization",Lane et al,https://www.biorxiv.org/content/10.1101/452417v1.full.pdf,Yes
351,ZAF,South Africa,MSM,2015,SOUTH AFRICA MEN’S HEALTH MONITORING SURVEY (SAMHMS),South Africa MoH,,No
354,TZA,Tanzania,PWID,2022,2022/23 BBS Zanzibar,Tanzania MoH,,Yes
354,TZA,Tanzania,FSW,2022,2022/23 BBS Zanzibar,Tanzania MoH,,No
354,TZA,Tanzania,MSM,2022,2022/23 BBS Zanzibar,Tanzania MoH,,No
355,LBR,Liberia,FSW,2018,"INTEGRATED BIO-BEHAVIOURAL SURVEILLANCE SURVEY REPORT OF KEY POPULATIONS IN LIBERIA (IBBSS, 2018)",Liberia MoH,,Yes
355,LBR,Liberia,MSM,2018,"INTEGRATED BIO-BEHAVIOURAL SURVEILLANCE SURVEY REPORT OF KEY POPULATIONS IN LIBERIA (IBBSS, 2018)",Liberia MoH,,Yes
355,LBR,Liberia,PWID,2018,"INTEGRATED BIO-BEHAVIOURAL SURVEILLANCE SURVEY REPORT OF KEY POPULATIONS IN LIBERIA (IBBSS, 2018)",Liberia MoH,,Yes
355,LBR,Liberia,TGW,2018,"INTEGRATED BIO-BEHAVIOURAL SURVEILLANCE SURVEY REPORT OF KEY POPULATIONS IN LIBERIA (IBBSS, 2018)",Liberia MoH,,Yes
357,ETH,Ethiopia,PWID,2017,"Estimation of the Magnitude of People Who Inject Drugs in Hawassa, Ethiopia: A Descriptive Study",Deyessa et al,https://assets.researchsquare.com/files/rs-720937/v1/3b154853-0c48-4b13-9812-f8c7f5f445be.pdf?c=1631887680,Yes
358,TGO,Togo,FSW,2014,ESTIMATION DE LA TAILLE ET CARTOGRAPHIE DES SITES DES HOMMES AYANT DES RAPPORTS SEXUELS AVEC D’AUTRES HOMMES (HSH) ET DES PROFESSIONNELLES DE SEXE (PS) AU TOGO,CNLS Togo,https://cnlstogo.org/cnls/download/etudes_et_enquEtes/Rapport-Estimation-de-la-taille-et-cartogrphie-HSH-et-PS-Togo_30_06_15.pdf,Yes
358,TGO,Togo,MSM,2014,ESTIMATION DE LA TAILLE ET CARTOGRAPHIE DES SITES DES HOMMES AYANT DES RAPPORTS SEXUELS AVEC D’AUTRES HOMMES (HSH) ET DES PROFESSIONNELLES DE SEXE (PS) AU TOGO,CNLS Togo,https://cnlstogo.org/cnls/download/etudes_et_enquEtes/Rapport-Estimation-de-la-taille-et-cartogrphie-HSH-et-PS-Togo_30_06_15.pdf,Yes
360,NGA,Nigeria,PWID,2010,"Population-based prevalence of hepatitis B and C virus, HIV, syphilis, gonorrhoea and chlamydia in male injection drug users in Lagos, Nigeria",Tun et al,https://pubmed.ncbi.nlm.nih.gov/23970571/,Yes
361,TGO,Togo,FSW,2002,Public health key population surveillance study,Togo MoH,,N/A - No report available
362,TGO,Togo,FSW,2022,"Enquête de Surveillance sérocomportementale de Seconde Génération (SSG) du VIH chez les populations clés (HSH, PS, UDI et détenus), Togo-2022",Togo MoH,https://cnlstogo.org/cnls/download/togo-rapport-ssg-populations-cles-2022/?wpdmdl=2284&refresh=657b20c05738e1702568128,
362,TGO,Togo,MSM,2022,"Enquête de Surveillance sérocomportementale de Seconde Génération (SSG) du VIH chez les populations clés (HSH, PS, UDI et détenus), Togo-2022",Togo MoH,https://cnlstogo.org/cnls/download/togo-rapport-ssg-populations-cles-2022/?wpdmdl=2284&refresh=657b20c05738e1702568128,
362,TGO,Togo,PWID,2022,"Enquête de Surveillance sérocomportementale de Seconde Génération (SSG) du VIH chez les populations clés (HSH, PS, UDI et détenus), Togo-2022",Togo MoH,https://cnlstogo.org/cnls/download/togo-rapport-ssg-populations-cles-2022/?wpdmdl=2284&refresh=657b20c05738e1702568128,
364,LBR,Liberia,FSW,2013,Integrated Bio-Behavioural Surveillance Survey (IBBSS) among MARPs in Liberia,Liberia MoH,,Yes
364,LBR,Liberia,MSM,2013,Integrated Bio-Behavioural Surveillance Survey (IBBSS) among MARPs in Liberia,Liberia MoH,,Yes
364,LBR,Liberia,PWID,2013,Integrated Bio-Behavioural Surveillance Survey (IBBSS) among MARPs in Liberia,Liberia MoH,,Yes
365,AGO,Angola,FSW,2010,"BEYOND MERCHANDISE TRADING SEXUAL TRANSACTIONS, SEXUAL BEHAVIORS, AND HIV-RELATED KNOWLEDGE AMONG ANGOLAN YOUNG WOMEN AGED 15-24 IN THE ANGOLA-NAMIBIA BORDER",Fidel,https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1384&context=iph_theses,Yes
366,BEN,Benin,FSW,2015,"STIs, HIV and AIDS Integrated Biological and Behavioral Surveillance Survey along the Abidjan Lagos Corridor",OCAL,,Yes
366,TGO,Togo,FSW,2015,"STIs, HIV and AIDS Integrated Biological and Behavioral Surveillance Survey along the Abidjan Lagos Corridor",OCAL,,Yes
366,NGA,Nigeria,FSW,2015,"STIs, HIV and AIDS Integrated Biological and Behavioral Surveillance Survey along the Abidjan Lagos Corridor",OCAL,,Yes
366,CIV,Côte d’Ivoire,FSW,2015,"STIs, HIV and AIDS Integrated Biological and Behavioral Surveillance Survey along the Abidjan Lagos Corridor",OCAL,,Yes
366,GHA,Ghana,FSW,2015,"STIs, HIV and AIDS Integrated Biological and Behavioral Surveillance Survey along the Abidjan Lagos Corridor",OCAL,,Yes
366,BEN,Benin,MSM,2015,"STIs, HIV and AIDS Integrated Biological and Behavioral Surveillance Survey along the Abidjan Lagos Corridor",OCAL,,Yes
366,TGO,Togo,MSM,2015,"STIs, HIV and AIDS Integrated Biological and Behavioral Surveillance Survey along the Abidjan Lagos Corridor",OCAL,,Yes
366,NGA,Nigeria,MSM,2015,"STIs, HIV and AIDS Integrated Biological and Behavioral Surveillance Survey along the Abidjan Lagos Corridor",OCAL,,Yes
366,CIV,Côte d’Ivoire,MSM,2015,"STIs, HIV and AIDS Integrated Biological and Behavioral Surveillance Survey along the Abidjan Lagos Corridor",OCAL,,Yes
366,GHA,Ghana,MSM,2015,"STIs, HIV and AIDS Integrated Biological and Behavioral Surveillance Survey along the Abidjan Lagos Corridor",OCAL,,Yes
367,BEN,Benin,PWID,2017,"Estimation rapide de la taille de la population des consummateurs de drogues, incluant la prevalence du VIH dans les huit sites frontlies le long du corridor Abdijan-Lagos.",Africa Synergy Group,,Yes
367,CIV,Côte d’Ivoire,PWID,2017,"Estimation rapide de la taille de la population des consummateurs de drogues, incluant la prevalence du VIH dans les huit sites frontlies le long du corridor Abdijan-Lagos.",Africa Synergy Group,,Yes
367,NGA,Nigeria,PWID,2017,"Estimation rapide de la taille de la population des consummateurs de drogues, incluant la prevalence du VIH dans les huit sites frontlies le long du corridor Abdijan-Lagos.",Africa Synergy Group,,Yes
367,GHA,Ghana,PWID,2017,"Estimation rapide de la taille de la population des consummateurs de drogues, incluant la prevalence du VIH dans les huit sites frontlies le long du corridor Abdijan-Lagos.",Africa Synergy Group,,Yes
367,TGO,Togo,PWID,2017,"Estimation rapide de la taille de la population des consummateurs de drogues, incluant la prevalence du VIH dans les huit sites frontlies le long du corridor Abdijan-Lagos.",Africa Synergy Group,,Yes
368,BEN,Benin,FSW,2017,"SECOND GENERATION SURVEILLANCE SURVEY (SGSS) AMONG TRUCKERS, THEIR APPRENTICES AND SEX WORKERS PATRONIZING THE PORTS OF APAPA, COTONOU, LOME, TEMA, AND ABIDJAN",ALCO,,Yes
368,TGO,Togo,FSW,2017,"SECOND GENERATION SURVEILLANCE SURVEY (SGSS) AMONG TRUCKERS, THEIR APPRENTICES AND SEX WORKERS PATRONIZING THE PORTS OF APAPA, COTONOU, LOME, TEMA, AND ABIDJAN",ALCO,,Yes
368,NGA,Nigeria,FSW,2017,"SECOND GENERATION SURVEILLANCE SURVEY (SGSS) AMONG TRUCKERS, THEIR APPRENTICES AND SEX WORKERS PATRONIZING THE PORTS OF APAPA, COTONOU, LOME, TEMA, AND ABIDJAN",ALCO,,Yes
368,GHA,Ghana,FSW,2017,"SECOND GENERATION SURVEILLANCE SURVEY (SGSS) AMONG TRUCKERS, THEIR APPRENTICES AND SEX WORKERS PATRONIZING THE PORTS OF APAPA, COTONOU, LOME, TEMA, AND ABIDJAN",ALCO,,Yes
368,CIV,Côte d’Ivoire,FSW,2017,"SECOND GENERATION SURVEILLANCE SURVEY (SGSS) AMONG TRUCKERS, THEIR APPRENTICES AND SEX WORKERS PATRONIZING THE PORTS OF APAPA, COTONOU, LOME, TEMA, AND ABIDJAN",ALCO,,Yes
369,MOZ,Mozambique,MSM,2011,"Population Size Estimate of Men Who Have Sex With Men, Female Sex Workers, and People Who Inject Drugs in Mozambique: A Multiple Methods Approach",Sathane et al,https://pubmed.ncbi.nlm.nih.gov/32815901/,Yes
369,MOZ,Mozambique,FSW,2012,"Population Size Estimate of Men Who Have Sex With Men, Female Sex Workers, and People Who Inject Drugs in Mozambique: A Multiple Methods Approach",Sathane et al,https://pubmed.ncbi.nlm.nih.gov/32815901/,Yes
369,MOZ,Mozambique,PWID,2014,"Population Size Estimate of Men Who Have Sex With Men, Female Sex Workers, and People Who Inject Drugs in Mozambique: A Multiple Methods Approach",Sathane et al,https://pubmed.ncbi.nlm.nih.gov/32815901/,Yes
370,MOZ,Mozambique,FSW,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVÍNCIA DE GAZA,Mozambique MoH,,Yes
370,MOZ,Mozambique,MSM,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVÍNCIA DE GAZA,Mozambique MoH,,Yes
370,MOZ,Mozambique,PWID,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVÍNCIA DE GAZA,Mozambique MoH,,Yes
370,MOZ,Mozambique,TGW,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVÍNCIA DE GAZA,Mozambique MoH,,Yes
370,MOZ,Mozambique,FSW,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: CIDADE DE MAPUTO,Mozambique MoH,,Yes
370,MOZ,Mozambique,MSM,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: CIDADE DE MAPUTO,Mozambique MoH,,Yes
370,MOZ,Mozambique,PWID,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: CIDADE DE MAPUTO,Mozambique MoH,,Yes
370,MOZ,Mozambique,TGW,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: CIDADE DE MAPUTO,Mozambique MoH,,Yes
370,MOZ,Mozambique,TGM,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: CIDADE DE MAPUTO,Mozambique MoH,,Yes
370,MOZ,Mozambique,FSW,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVINCIA DE MAPUTO,Mozambique MoH,,Yes
370,MOZ,Mozambique,MSM,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVINCIA DE MAPUTO,Mozambique MoH,,Yes
370,MOZ,Mozambique,PWID,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVINCIA DE MAPUTO,Mozambique MoH,,Yes
370,MOZ,Mozambique,TGW,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVINCIA DE MAPUTO,Mozambique MoH,,Yes
370,MOZ,Mozambique,TGM,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVINCIA DE MAPUTO,Mozambique MoH,,Yes
373,NER,Niger,FSW,2015,Enquête de Surveillance de Seconde Génération sur le VIH/sida au Niger 2015,Niger MoH,,Yes
373,NER,Niger,MSM,2015,Enquête de Surveillance de Seconde Génération sur le VIH/sida au Niger 2015,Niger MoH,,Yes
374,NER,Niger,FSW,2017,Enquête de Surveillance de Seconde Génération 2017 (SSG-2017) sur le VIH/sida au Niger,Niger MoH,,Yes
